Gene Symbol,Pearson,Spearman
MUM1,0.3264573,0.312128225
ACTR5,0.326433572,0.328631823
DCAF17,0.326385131,0.311535523
A2M,0.326322887,0.245058414
DDX27,0.326314195,0.311437783
FBXL19,0.326277666,0.45437775
YIPF3,0.326131105,0.306511384
CHRDL2,0.326131019,0.062212085
ASH1L,0.326105299,0.401713163
SNAPC1,0.326026947,0.467651649
FIGNL1,0.325868602,0.308535855
CDC45,0.325818034,0.323189511
MBIP,0.325802557,0.29370137
TMEM201,0.325699166,0.277560118
SREBF2,0.325696579,0.382093063
ARHGAP11A,0.325600558,0.285432829
ATP6V1G1,0.325584477,0.315770994
PRR14,0.325318104,0.308791006
C1orf52,0.325316802,0.345733978
ACTR8,0.325197863,0.324826384
KANSL2,0.325191084,0.326469886
COL2A1,0.32509691,0.209498516
TBK1,0.325093132,0.332909007
RNF115,0.325026942,0.286889216
PIGM,0.3250242,0.311525081
ZRSR2,0.324934127,0.342374355
GLTPD1,0.324913415,0.341451175
CENPE,0.324877049,0.354218429
TMEM199,0.324858311,0.287106004
ALPK3,0.324857493,0.187235622
PDAP1,0.324756045,0.322804597
USP24,0.324578276,0.329386634
SIKE1,0.324572849,0.298293586
FBXO21,0.324531728,0.334445527
MED15,0.324476883,0.206477933
BMP7,0.324474674,0.290441176
ZNF12,0.324469368,0.329277794
KNTC1,0.324208536,0.31761022
UVSSA,0.324175807,0.309131094
TK1,0.324166771,0.327735779
ACTN3,0.324150896,-0.114758717
LRRC41,0.324143162,0.306100145
PDHA1,0.324109959,0.335197409
HNRNPDL,0.324100694,0.306319309
THRA,0.324061013,0.256236786
GPX4,0.324002773,0.295249767
HNRNPM,0.323967602,0.323929059
FAM160B2,0.323963439,0.364418979
TPX2,0.32391897,0.29292071
OLFM1,0.323894476,0.258920188
DHX35,0.323844563,0.350573041
ABCC6,0.323790255,0.342633886
CACTIN,0.323749883,0.339594026
RFNG,0.323649579,0.311535523
TAF1B,0.323635574,0.315993004
REEP2,0.323620921,0.102160942
SOX3,0.32349778,0.209477803
RNPEPL1,0.323242009,0.289565217
TYRO3,0.323092642,0.305057997
HAX1,0.32299762,0.276852072
FOXN3,0.322899476,0.251526252
SRRM2,0.322793939,0.333761577
PLEKHF1,0.322787099,0.41437796
FAM83E,0.32256924,0.223308012
AP1S1,0.322525963,0.267563573
HAUS8,0.322524493,0.301305233
YIF1A,0.322496636,0.321945884
BLZF1,0.322486152,0.289302771
RABAC1,0.322369935,0.329834828
ILF3,0.322296018,0.342502532
HN1,0.322211806,0.313546413
EIF4H,0.322168137,0.316978312
DCAF8,0.322065953,0.317881171
METTL2A,0.322029577,0.278183455
GLTSCR1,0.322025707,0.357501099
FTSJ1,0.322015355,0.286362173
PAXIP1,0.322012534,0.26315103
SPG7,0.321906381,0.324102017
PI4K2B,0.321815777,0.321830114
KANSL3,0.321755366,0.345381844
PSMD9,0.321704837,0.317255139
ANKHD1,0.321607093,0.326844669
PRG2,0.32156072,0.081671515
PIGW,0.321474191,0.32473454
BTBD1,0.321359158,0.279872367
GINS2,0.321344546,0.283539617
DIDO1,0.32131637,0.308449089
ATAD5,0.32119336,0.317874795
ZDHHC17,0.321118658,0.350140423
RBM48,0.321099898,0.327333566
MIF4GD,0.321093781,0.295585813
RING1,0.320942091,0.329347624
PRKAG1,0.320918144,0.302400496
CIC,0.32084802,0.316456383
SHQ1,0.320785649,0.325412826
PHPT1,0.320756877,0.276833742
NEU3,0.320734891,0.36620347
FPR2,0.320707858,0.341562485
HNRNPH1,0.320546471,0.32554819
IFT122,0.320527867,0.322284964
RPA1,0.320506266,0.329571342
TMEM106C,0.320368127,0.177348777
OSBP2,0.320309014,0.236208374
SNAPC5,0.320043023,0.275023669
VAMP4,0.319980492,0.320265286
MRPL46,0.319947626,0.294823247
EYA1,0.319799844,0.347466254
VPS45,0.319772977,0.293739205
PRMT5,0.31967675,0.329879423
CTAGE15,0.319657446,0.336440539
ATXN7,0.319590624,0.358967217
CIAO1,0.319511355,0.309543471
AP5M1,0.319501765,0.323892088
ROGDI,0.319447753,0.264772795
BABAM1,0.319395625,0.280180572
CKAP2L,0.319292586,0.331897579
CCDC85B,0.319237111,0.346571832
ADCY3,0.319233078,0.339588345
ETAA1,0.319042328,0.301105128
CLDN6,0.319031735,0.316854555
ANKS3,0.31901777,0.381616573
F11R,0.31891187,0.349759533
NDUFAB1,0.318790372,0.344533926
ARIH1,0.3187345,0.291884137
AURKA,0.318679923,0.313381915
FAM199X,0.318646463,0.337083919
ZNF888,0.318553637,0.280010544
TPT1,0.318450903,0.31381525
NOL12,0.318403579,0.309141391
VBP1,0.318378261,0.318362916
RIF1,0.318306967,0.342184111
RAD50,0.318287792,0.303771
SPPL2B,0.318258313,0.298216127
ZBTB40,0.318257921,0.282074231
RACGAP1,0.318211342,0.295416615
RBM6,0.318152908,0.311287855
DMAP1,0.318125743,0.315105619
SRRT,0.318098861,0.310760991
DTWD2,0.318066818,0.506110323
IGFLR1,0.317979444,0.402675556
ALDH18A1,0.31797537,0.323928354
AQP1,0.317856248,0.267691272
ACHE,0.317811053,0.202686203
FARSA,0.317654634,0.300684077
SENP8,0.317642799,0.329193637
SCAF1,0.317621746,0.327532271
ALKBH7,0.317558783,0.299291344
TSPYL1,0.317520776,0.31130783
HOXC4,0.317394815,0.323819534
SKAP2,0.317205877,0.404375187
PRKAB2,0.317137411,0.269377732
ATP5D,0.317016491,0.309218235
NDOR1,0.317002093,0.31016259
AP2S1,0.316822912,0.311448358
DNAJB9,0.316776254,0.345120955
ARAP2,0.316693395,0.262924493
ETV1,0.316680213,0.417896517
ZNF460,0.316414254,0.290031296
STX18,0.316357468,0.270303405
PTPDC1,0.316235868,0.304434389
CD93,0.316184711,0.092201501
NCAPG,0.316081134,0.318405685
OLFM2,0.316038413,0.355043068
FASTKD3,0.315854904,0.340774009
RNF168,0.315815984,0.430717279
HIPK3,0.315791453,0.290862291
SNRNP48,0.315712984,0.298986892
ESCO2,0.315608554,0.328027868
SUV39H1,0.315567729,0.349219674
SUZ12,0.315539034,0.347566487
DOT1L,0.315525319,0.359692579
E2F7,0.315492942,0.444234595
EPHA5,0.31503834,0.306649856
KATNA1,0.314974945,0.300956293
CHMP4B,0.31489952,0.324804659
CDH4,0.314880564,0.268803863
UTP23,0.314787938,0.376912936
ZNF841,0.314754537,0.304247104
UNKL,0.314738222,0.308508332
COL22A1,0.31468307,0.178922284
UBXN2A,0.31463013,0.311542315
CPSF4,0.314175961,0.295185378
SUGP1,0.314140777,0.312401742
BBS2,0.314081882,0.284367246
CPT1C,0.314007041,0.194415696
PDGFD,0.313888915,0.285437284
C4orf33,0.313757475,0.285499728
TTF1,0.313582254,0.340160412
COLEC11,0.313468596,0.14209191
ZBTB11,0.313376311,0.29558795
CUL1,0.313252451,0.331267316
ERAL1,0.313230891,0.268261749
RBM4,0.313175878,0.340440197
POLR2H,0.31291015,0.321577912
POLDIP2,0.312785368,0.297551799
LIPT1,0.31270554,0.325886329
MZT1,0.312588703,0.302227707
TMEM194A,0.31258216,0.304790216
VPS53,0.312473001,0.294998555
NUS1,0.312413864,0.357675317
TMEM167A,0.312371372,0.318433808
SFSWAP,0.312298342,0.290040114
EME1,0.312054512,0.326578438
ZFAND3,0.312007889,0.327440451
RABGGTB,0.311942982,0.3300975
SP3,0.311938827,0.299840437
CHERP,0.311897328,0.307216999
CBR4,0.311838723,0.270558847
CBWD2,0.311786404,0.291359906
PFDN2,0.311783669,0.29912816
FAM32A,0.311476694,0.325099943
XRCC3,0.311435962,0.327873504
DGCR8,0.311405927,0.310130259
TUBA1C,0.311279997,0.278918167
SEZ6L,0.31109197,0.130482133
PHOX2B,0.31095875,0.044738905
CD2BP2,0.310948418,0.274263108
NCOA6,0.310766288,0.29836019
RTBDN,0.310612357,0.037075181
UNC45A,0.310572805,0.332641815
MIB1,0.310559755,0.262246526
PIGQ,0.310526332,0.348915479
COX5A,0.310398555,0.296080952
FARS2,0.310138744,0.31846745
SRFBP1,0.310089233,0.305106254
DVL1,0.310000873,0.327447273
ZNF600,0.309984438,0.318846412
PCNX,0.309919999,0.277621035
PPP1R11,0.309793575,0.299384376
TTC17,0.309644966,0.254850695
VPS13A,0.309634463,0.278407518
ARHGEF38,0.309630888,0.287740272
WDR61,0.309499103,0.282516914
HADHA,0.30949261,0.307557275
B9D2,0.309309492,0.36354073
VWF,0.309132187,0.210744755
NUCKS1,0.309097164,0.336639822
SLC35E1,0.308993876,0.380166341
WTAP,0.308876431,0.312812987
PPP1CA,0.308866918,0.332294489
CXCL6,0.308783684,0.212748372
SAP30,0.308770355,0.255286614
BRIP1,0.308645649,0.30247864
ADIPOR1,0.308589737,0.30907868
SLC35E2B,0.308500624,0.304795439
TRMT12,0.308422193,0.393950524
SEC16B,0.308360185,0.238390093
AFP,0.308307469,0.118374561
ATP6V0D1,0.308303192,0.299471491
SURF6,0.30827355,0.308755995
KAT7,0.308174634,0.273489027
PITPNM2,0.308167561,0.290166531
RPF2,0.308154993,0.334886978
ATG5,0.308135929,0.317711503
KRR1,0.308117334,0.243720993
COMMD8,0.307984349,0.307082535
SCNN1B,0.307943653,0.112328597
SMC6,0.307898798,0.294671909
HRAS,0.307807921,0.374153129
HSBP1,0.30755273,0.329692213
PCDHB10,0.307188244,0.356848228
C1orf43,0.307135851,0.271987985
PMPCA,0.307043299,0.358672219
ZNF518A,0.306841558,0.359647876
RFWD2,0.306816429,0.328485635
AP3D1,0.306739818,0.353476901
NFE2L2,0.306694209,0.332173935
KDM1A,0.30660202,0.297322442
MED25,0.306301247,0.331476408
PIGG,0.306243833,0.275701107
TCL1A,0.306112433,0.059924477
NDUFA8,0.305995148,0.292700282
ATG2A,0.305961426,0.318277359
ERCC1,0.305898962,0.320031719
PCDHGB7,0.305803946,0.157677903
RALGAPB,0.305687141,0.259411285
EIF2S2,0.305452125,0.30503646
PHKG2,0.305426456,0.296971097
ADAMTS5,0.305418593,0.262181831
COX20,0.305142003,0.339327883
ANKRD32,0.305083818,0.359123758
NPRL3,0.304948107,0.186198352
GMNN,0.304924811,0.252678821
SDHB,0.304895075,0.297419966
DPH1,0.304880175,0.329802958
LYRM9,0.304683405,0.449052647
EED,0.304671627,0.305737456
AP3S2,0.304522325,0.309830563
SNX17,0.304482312,0.32176497
ACTR2,0.304458366,0.276820347
CCT8,0.30430998,0.313570618
TXNDC17,0.304301905,0.303543423
ARL5B,0.304118284,0.306132
PPP1R12B,0.303938935,0.271620478
FAM134C,0.303878774,0.297592219
SETBP1,0.303853031,0.436507937
AKT2,0.303790327,0.232414808
MTG2,0.303767733,0.306932822
TAF1C,0.303644598,0.297931348
NIN,0.30357708,0.311278998
ZNF383,0.303555731,0.298069498
GNL3,0.303487392,0.296334279
RHOT1,0.303403229,0.27947229
HPS6,0.303364831,0.265936687
TBRG4,0.303292095,0.305552749
FRMD8,0.303206425,0.249944316
KIF4B,0.30315609,0.280099733
LARGE,0.303074464,0.294871795
NIPSNAP3B,0.303043353,0.275350118
EEF1A1P5,0.303030745,0.274434421
AVEN,0.303006753,0.314113931
NFKBIL1,0.302959662,0.292541867
CEP63,0.302876572,0.312832702
C20orf24,0.302831958,0.302543895
FBXO42,0.302765514,0.276630533
KPTN,0.302741033,0.267343491
SYTL5,0.302707526,0.268222809
SEMA3E,0.302653969,0.243427902
MSTN,0.302618083,0.177377502
KLC4,0.30233333,0.298653466
CDK7,0.302204333,0.31022117
ELAVL4,0.301551721,0.13329148
FAM126B,0.301519335,0.264866943
LRWD1,0.301440486,0.275520108
RNF111,0.301320274,0.224976331
DIEXF,0.301099815,0.290181582
PCDHGC4,0.301018896,0.506001171
FAM175B,0.30091272,0.299621655
ZNF391,0.30086605,0.4
KCTD5,0.300859216,0.330381833
PELP1,0.300660135,0.308634972
BCL7B,0.300628318,0.320120598
RBM15,0.300531689,0.312021986
MNT,0.30042691,0.297027359
RYK,0.300417657,0.370916714
C2orf49,0.30035319,0.314184665
NLRP1,0.3003402,0.164145658
ZDHHC18,0.300308525,0.346360886
POLR3D,0.300218087,0.311767249
CDK5RAP1,0.300118513,0.33056209
RPE,0.299950858,0.295240367
TEF,0.299890636,0.272344249
SUPT6H,0.299885269,0.25812585
USE1,0.299860881,0.26147691
TTC13,0.299856104,0.269358664
AAMDC,0.299842866,0.301201541
CXXC1,0.299822216,0.298109448
STX1B,0.299805718,0.173382173
PRDM15,0.2997572,0.299210468
RIOK3,0.299641687,0.254129241
NSMCE2,0.299408115,0.190669437
TSEN34,0.29924627,0.304160336
OGFOD3,0.299148431,0.353485369
PPP2R2D,0.299113307,0.330726245
KNSTRN,0.298875292,0.269554234
ZYG11B,0.29878032,0.302550336
PHF11,0.298737935,0.585842986
ZSWIM8,0.298643765,0.348316704
NOMO2,0.298502851,0.276386542
OSTC,0.29843991,0.284491482
METAP2,0.298301605,0.219463877
SCYL2,0.298141573,0.31212609
POLE2,0.298118268,0.330900246
MICALCL,0.297923985,0.244343891
FNBP4,0.2977915,0.310195588
CCNT2,0.297784424,0.277982777
UFD1L,0.297774935,0.276814942
ZCCHC7,0.297642394,0.32908188
CDO1,0.297599728,0.270048741
WNT10A,0.297497357,0.340837551
RNF123,0.297482373,0.304156088
GEN1,0.297439958,0.304734163
UFM1,0.297421253,0.290569147
ZWINT,0.297360246,0.297182828
SRSF3,0.297299163,0.277876424
HNRNPR,0.29725949,0.300868785
CDCA7,0.29710141,0.365609197
ZNF189,0.297081451,0.368852459
MARCH7,0.297074101,0.34450078
MKLN1,0.29702153,0.321613086
ATP5B,0.297017883,0.303839854
PLA2G4F,0.2969878,0.154462767
MCM7,0.296922189,0.309076062
PDDC1,0.296885182,0.278736362
ITGA2B,0.296877918,0.048026618
ALYREF,0.29687752,0.287237773
UBE2F,0.296860703,0.279762519
EIF4G1,0.296741106,0.310177258
BSN,0.296736033,0.116270633
CNNM1,0.296536469,0.295430755
POM121,0.296156375,0.307113835
GFAP,0.296129637,0.024866631
JRKL,0.296093479,0.373506494
PHF20,0.295788198,0.30185414
NARG2,0.295778781,0.320027642
HEATR5B,0.295775529,0.286839886
CLCN6,0.295405928,0.274239805
C4A,0.295321477,0.208263441
MSX2,0.295302859,0.353973168
PSMC3IP,0.295132365,0.307806783
NEFM,0.295081846,0.29011758
FAM193B,0.294962653,0.280233345
WDR6,0.294524849,0.319319119
ZNF562,0.294456036,0.311523919
ZNF511,0.294451424,0.337595469
TMEM126B,0.294417693,0.315023427
PABPC1,0.294364809,0.272761006
TRMT11,0.294111147,0.4228098
RBL2,0.294076647,0.258488291
SELK,0.293755416,0.345696765
FANCB,0.293625459,0.308307308
C1orf159,0.293575173,0.307332767
NBN,0.293452955,0.276388422
MAGI2,0.293370815,0.202973128
DDX5,0.293356023,0.259259712
CCDC130,0.293298847,0.289870106
SPA17,0.293163813,0.431937683
JPH3,0.292930616,0.271977745
EAPP,0.292742805,0.262728505
PIK3CA,0.292701172,0.290035916
SPATA5L1,0.292489367,0.297583054
RFWD3,0.292416421,0.313644656
EPHA8,0.292407662,0.308104964
C9orf156,0.292360603,0.298584299
RIT1,0.292156362,0.262332208
CETN2,0.292139328,0.264945704
PAOX,0.292007348,0.378294574
CYP11A1,0.291991241,0.253017161
SORCS1,0.291949736,0.063291877
KRIT1,0.291890704,0.269564058
MYOM2,0.291832795,0.113351786
ZNF319,0.291705778,0.345925772
SFMBT2,0.29168205,0.256821378
MLLT1,0.291538197,0.2681936
GEMIN8,0.291263229,0.292917427
ADAMTS3,0.291251416,0.239180872
LAMTOR3,0.291215929,0.35559628
C12orf73,0.291212236,0.483034659
RAPGEF2,0.291110311,0.331827297
TYK2,0.291098797,0.245709981
CS,0.291001864,0.317263364
RUVBL2,0.290885414,0.32424372
EIF1,0.290808455,0.275283935
U2SURP,0.290792428,0.308047009
LLPH,0.290565563,0.286413872
CSTF2T,0.290358922,0.294730188
PLA2G2D,0.290296836,0.21774891
TMEM186,0.29024423,0.454755624
SMARCD2,0.290047599,0.271295328
PSMD2,0.289993735,0.239503968
DPY30,0.28993031,0.273473517
IFT172,0.289679403,0.29583309
ELP6,0.289577279,0.302498232
MLST8,0.289534314,0.304816502
ZNF668,0.288973758,0.264646583
PRSS1,0.288899594,0.202868356
NR1H2,0.288889473,0.284979954
PNPLA2,0.288794775,0.296404212
SSR3,0.288757543,0.267305311
MPND,0.288635858,0.362855266
SH2B1,0.288365325,0.296708694
GLT8D1,0.288357113,0.265679825
CCT2,0.288279479,0.284853256
HECTD3,0.288215078,0.25941058
UTP20,0.288142299,0.277967368
CCBE1,0.288086685,0.21852483
WRAP73,0.288001232,0.269580362
TMEM161A,0.287957713,0.298459806
DDX51,0.287931055,0.298239401
FKBP8,0.287827511,0.267358185
TRAPPC11,0.287720106,0.230825522
DIP2A,0.28759324,0.245949318
UBE2V1,0.28743796,0.300163793
THSD1,0.287288884,0.227291786
VIPAS39,0.287277797,0.265323344
QARS,0.287146035,0.240860607
DDX6,0.287134221,0.268802948
KIF20B,0.287057969,0.267268886
CEP152,0.287018866,0.253995394
MCM3,0.286932922,0.287728682
ZBTB14,0.28692574,0.279629644
ILDR2,0.286868742,0.296817229
HJURP,0.286653101,0.305114244
LONP2,0.286492912,0.263935216
HMGCR,0.286419238,0.232489552
NAPEPLD,0.286387427,0.314811597
C9orf91,0.286301684,0.31397893
DSCC1,0.28614244,0.294715148
CYP3A7,0.285973967,0.307239018
WDR59,0.285946182,0.254863456
PRKAA1,0.285866121,0.28828868
CIB1,0.285619296,0.273751519
RAD1,0.285575069,0.286312455
PLEKHA8,0.285477275,0.312688972
ASXL2,0.285401128,0.25017002
TRAPPC10,0.285200442,0.328135259
ARNTL2,0.285172271,0.327742943
PDCD11,0.285153711,0.28622
BAG6,0.28514236,0.278734634
COQ6,0.285135507,0.264099009
DPP8,0.285101392,0.279363426
SIN3A,0.2849139,0.263699279
NUP214,0.284885946,0.295887712
TFE3,0.28465544,0.289100372
GATAD1,0.284596156,0.287725766
ZNF526,0.284520028,0.258667933
NUTF2,0.28450273,0.292259897
CCT6A,0.284314974,0.294499891
FANCG,0.284229805,0.273173411
ANO8,0.284202459,0.324474818
SZRD1,0.284164287,0.297486
TCEB2,0.284151908,0.275270541
C18orf8,0.284022603,0.301114506
PAK6,0.284014682,0.345541235
PMM1,0.284007112,0.292105269
NELFB,0.283968462,0.309853667
TOPORS,0.283726201,0.298824117
EHMT2,0.283694277,0.286837807
TTC3,0.283624711,0.267746804
CUL3,0.28354382,0.285593967
SUPT20H,0.283380802,0.205171952
VPS35,0.283338223,0.292975229
GORASP1,0.283141356,0.261130656
TRIM31,0.283071358,0.191180912
RBMX2,0.283060499,0.280105138
EIF2B5,0.283060399,0.277419825
TXNDC9,0.283008239,0.271801982
CHAC1,0.282931399,0.328259338
ANKRD13D,0.282854857,0.257409518
PRPF6,0.282729001,0.237455497
GINS1,0.282574098,0.285513069
THOC6,0.282438159,0.259148793
PAMR1,0.282324034,0.204199386
CCNL1,0.282311408,0.267969736
ZMYM5,0.281967027,0.238905652
SLC19A1,0.281929528,0.245694249
MAST4,0.281904804,0.252511164
TRAPPC13,0.281829221,0.248350589
ZFYVE27,0.281784284,0.267529284
ARL14EP,0.281603675,0.198954095
DDRGK1,0.281419971,0.282357586
NOP9,0.281419229,0.262803939
MDM1,0.281343106,0.310076574
ZNF251,0.281151271,0.451159951
CENPT,0.281119204,0.293866106
MRPS36,0.281101267,0.315300902
NUF2,0.280959416,0.282303771
THOC2,0.2808936,0.292008216
TJAP1,0.280572585,0.254956208
DNAJC24,0.280556412,0.245246074
GCC1,0.280356367,0.275948037
THRAP3,0.280352966,0.295366325
SRSF7,0.280326202,0.28324846
INTS3,0.280250669,0.266596089
VASH1,0.280239564,0.226330532
RRP1,0.280033385,0.2845205
DROSHA,0.279989852,0.330183982
MYBPH,0.279891341,0.098958641
TRAPPC3,0.279888762,0.249827865
SF3B2,0.279763696,0.237124151
NCAPG2,0.279763516,0.289175794
CLIC6,0.279743229,0.295484484
UBE2D2,0.279736797,0.249954606
INTS9,0.279583249,0.289524765
TUBA1B,0.279562276,0.241187488
MUL1,0.279528849,0.28694123
UBR2,0.27945935,0.254888529
CPSF1,0.279435378,0.244677666
NAALAD2,0.279340139,0.143257919
ACTA2,0.279238345,0.204743888
MED29,0.279162504,0.215744107
CELF3,0.279149834,0.306658579
ARL6IP1,0.278955731,0.293325024
RHOA,0.278848147,0.302269838
REEP4,0.278807739,0.291303758
R3HDM2,0.278710812,0.317514666
AP2B1,0.278702924,0.288094102
TYROBP,0.278688258,0.038415405
SAP130,0.278647271,0.252377349
MERTK,0.278537954,0.276847607
SHARPIN,0.278511885,0.293763395
TSC22D2,0.278502077,0.305168903
CENPW,0.278492914,0.277177608
LRP2,0.278414075,0.120382313
KIAA0556,0.278404442,0.341988968
HIF1A,0.278296735,0.215028582
ZFR,0.27828221,0.322267159
FBXO11,0.278260419,0.264133319
VPRBP,0.277581593,0.297664833
UBE2B,0.277569725,0.308596453
ZC3H13,0.277528094,0.215618383
ADAMTS12,0.277276921,0.316756465
MAP3K3,0.277228569,0.283543787
EXT1,0.277213553,0.48546268
FBXW11,0.277110101,0.322917295
APOPT1,0.276966135,0.352882073
NLRP10,0.2769468,0.095786722
AURKB,0.276917295,0.229576747
RAD51C,0.276816878,0.323056473
PLA2G6,0.27677176,0.492036646
VPS8,0.27674106,0.300059924
RPS5,0.276411938,0.255727234
SLC25A14,0.276171623,0.295596489
ACVR1B,0.276029173,0.272860685
BAZ2A,0.276023654,0.281194585
LRP8,0.275978206,0.260099592
DCTN1,0.275899686,0.326031344
OTOA,0.275694753,0.208207009
ODC1,0.275640754,0.24563172
CRIP1,0.275410177,0.263972886
CASP8AP2,0.275371433,0.324278667
MED13,0.275068761,0.246989568
HECTD4,0.274851007,0.282032701
CENPH,0.274675902,0.278098262
TDRD1,0.274658164,0.156920189
HSP90AB1,0.274524133,0.287752181
BCL10,0.274505769,0.247892193
SNRPA,0.274329911,0.263949786
SPRYD4,0.274313017,0.360160712
FKBPL,0.274287208,0.276056504
COX4I1,0.274100422,0.244113673
ZBTB1,0.274078824,0.299284054
DENND2A,0.273927179,0.152226699
TESK1,0.273857265,0.316344916
KIAA0753,0.273819842,0.289709102
ING2,0.273771073,0.257646566
FLYWCH1,0.273734208,0.276582297
IMMT,0.273706887,0.253938905
SNX14,0.273640847,0.23726348
SIAH1,0.273304623,0.33264803
UBE3B,0.273156903,0.29070801
MYH6,0.273088722,0.166080422
TIPIN,0.273025814,0.295567146
BRAF,0.272883422,0.288948594
PMP2,0.272870162,0.235309463
PPP6C,0.272829774,0.255596341
ALG10,0.272762714,0.316425748
ZFX,0.272702708,0.307910514
CNTROB,0.272506066,0.28790234
U2AF1,0.272489731,0.243698198
DES,0.272471809,0.189734598
CLIP4,0.27243203,0.29312996
GTPBP4,0.272379108,0.267840399
BCLAF1,0.272348548,0.286640645
CTNNB1,0.272254466,0.248958845
CHTOP,0.272191177,0.290421984
VPS41,0.27213438,0.278924277
PCLO,0.272118215,0.149732877
TOX4,0.271862669,0.23678505
TM2D1,0.271561842,0.264554498
DIABLO,0.271536945,0.30546241
ZDHHC6,0.271531184,0.273203021
MRPS12,0.271457154,0.240212954
GBP5,0.271454912,0.344144144
COA5,0.271415897,0.276398989
LARP7,0.271217749,0.26817245
WDR12,0.270964367,0.282624073
PSMG3,0.27094975,0.243787102
ALG9,0.270932678,0.258187185
H2AFX,0.270903817,0.286128116
KNG1,0.270890761,0.145639981
UBL7,0.270888546,0.273374608
KDELR1,0.270873415,0.291424194
UQCRB,0.270742371,0.231942463
INO80C,0.270456716,0.226628105
R3HDM4,0.270393389,0.311935813
MYL9,0.27039047,0.256480635
RPS27L,0.270242144,0.265640826
CEP95,0.27024158,0.258748269
RASIP1,0.2702001,0.274001947
JMJD7,0.270164854,0.314825751
SMCR8,0.270056824,0.246701126
TEX10,0.270040582,0.261051565
MTBP,0.27003482,0.269743414
EP400,0.269999422,0.316829324
MYO9A,0.269962262,0.276282017
MPHOSPH9,0.269952096,0.299151525
NUP98,0.269898332,0.276514851
REXO4,0.269856619,0.264241182
CTU1,0.269848334,0.258856511
VPS72,0.269603901,0.278162181
RBM42,0.269528649,0.248313073
YIF1B,0.26944127,0.309812215
DLX3,0.269113979,0.346898688
LSM12,0.269029578,0.277656937
PRPF40A,0.268942262,0.257817769
TYW5,0.268697982,0.243561216
CLUAP1,0.268690049,0.267039688
PER3,0.268603885,0.316561845
CSNK1G1,0.268403288,0.278439168
MTX2,0.268131904,0.267566393
NFYB,0.268105204,0.26482186
COG6,0.26796896,0.252161622
GC,0.267644973,0.183293924
NDUFB5,0.267410946,0.26779998
BLOC1S2,0.267271977,0.268773162
SEC13,0.267065957,0.272899654
POLR3C,0.267002088,0.284399946
USMG5,0.266914557,0.258185634
BARD1,0.2668373,0.250069843
VPS13D,0.266752375,0.29403111
C16orf80,0.2667509,0.247723935
HAUS3,0.266714952,0.279544081
EPHB6,0.266679056,0.182891705
EMC9,0.26641246,0.274606345
TTI1,0.266403648,0.264108174
PSMA5,0.26636991,0.235828612
AKAP7,0.266319016,0.223231255
TGFBRAP1,0.266102734,0.303619499
LUC7L3,0.265972562,0.284038991
COG4,0.265862848,0.254582328
ZFAND5,0.265834294,0.285771155
MIS12,0.265679876,0.269124189
LCORL,0.265668173,0.205573561
TUBA3C,0.265629953,0.164138086
TRAPPC2L,0.265456266,0.269011155
AP4M1,0.265417919,0.243304341
MEAF6,0.265346794,0.277363896
GNPAT,0.265309946,0.250406193
POLD2,0.265107659,0.270897478
PRDM16,0.265055492,0.272635102
UNC13A,0.265009964,0.234729316
NXF1,0.264798738,0.276329908
SFT2D2,0.264725141,0.289275667
SELP,0.264326239,0.237310885
POLR1B,0.264277668,0.296937282
DDIT3,0.264113573,0.244379888
PTBP1,0.264019486,0.253677824
MARCH5,0.263787992,0.233279127
PIP5K1C,0.263646578,0.305349676
COPS8,0.263480606,0.234920113
RBM25,0.263390595,0.267935338
OGDHL,0.263210711,0.197242957
SMURF1,0.263174124,0.341089753
SNRNP40,0.263119488,0.232060197
GPBP1,0.26303973,0.29319156
NDC1,0.262983281,0.279798936
EIF3F,0.262893796,0.267076658
ALK,0.262760862,0.190181856
TRAPPC4,0.262737353,0.249383955
TMEM57,0.262619838,0.259028762
FAM21C,0.262416747,0.281946295
SF3B4,0.262400235,0.213511399
HSPA8,0.262274891,0.291691439
SULT1C4,0.262239368,0.096683319
COX6B1,0.262169626,0.236548643
HSP90AA1,0.262092033,0.271260313
PRPSAP1,0.261967106,0.247878093
RMI1,0.261935022,0.26465055
GTPBP10,0.261889577,0.253262584
CTNND2,0.261824235,0.165920984
TRA2B,0.261756372,0.281868792
GPN1,0.26166301,0.234243477
RPAP2,0.26147926,0.247331637
SRSF1,0.261376426,0.243569419
USP34,0.261264243,0.280475562
DENR,0.26122195,0.25274089
MTG1,0.261214364,0.255351004
NBAS,0.261098502,0.250221015
XRCC5,0.26105345,0.245410387
COPS2,0.2610052,0.253832922
DYM,0.260899575,0.26332287
MED28,0.26059154,0.278932267
ZSCAN20,0.260585945,0.281291173
FER1L6,0.260499071,0.313494682
VPS29,0.260413502,0.274940369
CHD2,0.260003615,0.214940651
FANCE,0.259952637,0.224870397
SCLT1,0.259895122,0.299982494
CEP164,0.259826098,0.281521576
BEX1,0.25979913,-0.129901961
COMMD5,0.259783596,0.196747874
C7orf26,0.259758127,0.279450973
PPP2R1A,0.259525788,0.258843532
ARX,0.259352811,0.172431459
DAD1,0.259101169,0.204069281
INTS6,0.2590374,0.242773484
WWP1,0.258845151,0.260582511
DGCR6L,0.258581003,0.242807088
SNX6,0.258470196,0.239415609
YTHDC1,0.258366883,0.27867142
C3orf17,0.258337068,0.212771392
